Backtest_Time,Dimension,Factor_Layer_1,Factor_Layer_2,Asset_Pool,Backtest_Type,Factor_Name,Year,Annualized_Return,Volatility,Sharpe_Ratio,Calmar_Ratio,Max_Drawdown,Win_Rate,Sortino_Ratio,Total_Return,Trading_Days,Start_Date,End_Date,Config_Path,Generated_At
2026-01-22 10:51:29,时序,Common,trend,AP,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AP,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AP,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AP,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AP,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AP,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AP,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AU,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AU,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AU,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AU,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AU,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AU,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AU,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,AU,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,,,,2026-01-22 10:51:33
2026-01-22 10:51:29,时序,Common,trend,B,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,B,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,B,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,B,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,B,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,B,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,B,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,B,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BB,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BB,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BB,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BB,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BB,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BB,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BB,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BB,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BC,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BC,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BC,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BC,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BC,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BC,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,,,,2026-01-22 10:51:34
2026-01-22 10:51:29,时序,Common,trend,BR,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,BR,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,BR,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,BU,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,BU,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,BU,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,BU,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,BU,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,BU,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,BU,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,BU,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,,,,2026-01-22 10:51:35
2026-01-22 10:51:29,时序,Common,trend,C,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,C,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,C,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,C,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,C,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,C,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,C,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,C,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CF,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CF,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CF,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CF,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CF,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CF,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CF,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CF,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CJ,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CJ,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CJ,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CJ,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CJ,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CJ,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CJ,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377,,,,2026-01-22 10:51:36
2026-01-22 10:51:29,时序,Common,trend,CS,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CS,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CS,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CS,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CS,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CS,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CS,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CS,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CU,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CU,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CU,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CU,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CU,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CU,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CU,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CU,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,,,,2026-01-22 10:51:37
2026-01-22 10:51:29,时序,Common,trend,CY,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,CY,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,CY,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,CY,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,CY,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,CY,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,CY,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,CY,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,EB,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,EB,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,EB,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,EB,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,EB,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,EB,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,EB,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275,,,,2026-01-22 10:51:38
2026-01-22 10:51:29,时序,Common,trend,EC,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,EC,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,EC,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,EG,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,EG,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,EG,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,EG,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,EG,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,EG,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,EG,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,EG,单因子-时序,HurstExponent,Total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470,,,,2026-01-22 10:51:39
2026-01-22 10:51:29,时序,Common,trend,FB,单因子-时序,HurstExponent,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:40
2026-01-22 10:51:29,时序,Common,trend,FB,单因子-时序,HurstExponent,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243,,,,2026-01-22 10:51:40
2026-01-22 10:51:29,时序,Common,trend,FB,单因子-时序,HurstExponent,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:40
2026-01-22 10:51:29,时序,Common,trend,FB,单因子-时序,HurstExponent,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,,,,2026-01-22 10:51:40
2026-01-22 10:51:29,时序,Common,trend,FB,单因子-时序,HurstExponent,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:40
2026-01-22 10:51:29,时序,Common,trend,FB,单因子-时序,HurstExponent,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:40
2026-01-22 10:51:29,时序,Common,trend,FB,单因子-时序,HurstExponent,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241,,,,2026-01-22 10:51:40
